"0x003D","0x00D1","master","mx98715/25","i740 PCI"
"0x1050","0x5A5A","Winbond Electronics Corp.","W89C940F","ELANC-PCI Twisted-pair Ether-LAN Ctrlr"
"0x1050","0x6692","Winbond Electronics Corp.","W6692CF","PCI BusISDN S/T-Controller"
"0x1050","0x9921","Winbond Electronics Corp.","W99200AF","MPEG1 capture card"
"0x1050","0x9922","Winbond Electronics Corp.","W9922PF","MPEG-1/2 Decoder"
"0x1050","0x9960","Winbond Electronics Corp.","W9960CF","Video Codec"
"0x1050","0x9961","Winbond Electronics Corp.","W9961CF","H.263/H.261 Video Codec"
"0x1050","0x9970","Winbond Electronics Corp.","W9970CF","VGA controller"
"0x1050","0x9971","Winbond Electronics Corp.","W9971CF","W9971CF"
"0x1050","6692","Winbond Electronics Corp.","",""
"0x1051","0x0100","Anigma Corp.","Motorola MC145575",""
"0x1054","0003","Hitachi Ltd","",""
"0x1054","0x0001","Hitachi Ltd","","PCI Bridge"
"0x1054","0x0002","Hitachi Ltd","","PCI bus Cntrlr"
"0x1054","0x3505","Hitachi Ltd","SH7751","SuperH (SH) 32-Bit RISC MCU/MPU Series"
"0x1055","0x0810","Standard Microsystems Corp.","","EFAR 486 host Bridge"
"0x1055","0x0922","Standard Microsystems Corp.","","Pentium/p54c host Bridge"
"0x1055","0x0926","Standard Microsystems Corp.","I don´t know pentium 133 intel   everex setpnot mx","ISA Bridge"
"0x1055","0x9130","Standard Microsystems Corp.","SLC90E66","Ultra ATA/66 IDE Controller"
"0x1055","0x9460","Standard Microsystems Corp.","SLC90E66","Victory66 PCI to ISA Bridge"
"0x1055","0x9461","Standard Microsystems Corp.","SLC90E66","Victory66 UDMA EIDE Controller"
"0x1055","0x9462","Standard Microsystems Corp.","SLC90E66","Victory66 USB Host Controller"
"0x1055","0x9463","Standard Microsystems Corp.","SLC90E66","Victory66 Power Management Controller"
"0x1057","0*5600","Motorola","52-6116-2A","Motorola FM 56 PCI Speakerphone Modem"
"0x1057","0x0001","Motorola","MPC105","PCI Bridge / Memory Controller (PCIB/MC)"
"0x1057","0x0002","Motorola","MPC106","PCI Bridge/Memory Controller (PCIB/MC)"
"0x1057","0x0003","Motorola","MPC8240","Integrated Processor"
"0x1057","0x0004","Motorola","MPC107","PCI Bridge/Memory Controller for PPC"
"0x1057","0x0006","Motorola","MPC8245","Integrated Processor"
"0x1057","0x0100","Motorola","MC145575","HCF-PCI"
"0x1057","0x0431","Motorola","KTI829c","100VG Ethernet Controller"
"0x1057","0x1801","Motorola","DSP56301","24-bit Digital Signal Processor"
"0x1057","0x1802","Motorola","DSP56305","24-Bit Digital Signal Processor"
"0x1057","0x18C0","Motorola","MPC8265A/66","PowerQUICC II PCI Bridge"
"0x1057","0x3052","Motorola","SM56","MotorolaSM56Modem"
"0x1057","0x3055","Motorola","sm56","Modem w\ speakerphone"
"0x1057","0x3421","Motorola","56IVMR/Phoenix 56ISM","Modem"
"0x1057","0x4801","Motorola","Raven","PowerPC Chipset"
"0x1057","0x4802","Motorola","Falcon","memory control chipset"
"0x1057","0x4803","Motorola","Hawk",""
"0x1057","0x4806","Motorola","CPX8216",""
"0x1057","0x4809","Motorola","CPX8216T","HotSwap Controller"
"0x1057","0x5600","Motorola","WDM MOT8888","SM 56 PCI Speakerphone/Data,Fax  Modem"
"0x1057","0x5602","Motorola","SM56","PCI Modem"
"0x1057","0x5608","Motorola","52-6116-2A 21-864-4","PCI Fax Voice Modem"
"0x1057","0x5803","Motorola","MPC5200","32-Bit Embedded PowerPC Processor"
"0x1057","0x6400","Motorola","MPC190","Security Co-Processor"
"0x105A","0x0D30","Promise Technology","PDC20265R","Promise Ultra100 (tm) IDE Controller (PDC20265)"
"0x105A","0x0D38","Promise Technology","PDC20263","FastTrak66 Lite EIDE Controller"
"0x105A","0x1275","Promise Technology","PDC20275","FastTrack TX EIDE Controller"
"0x105A","0x3318","Promise Technology","PDC20318?","FastTrak SATA150 TX4 Controller"
"0x105A","0x3319","Promise Technology","PDC20319?","FastTrak SATA150 TX4 Controller"
"0x105A","0x3371","Promise Technology","PDC20371?","FastTrak SATA150 TX2plus Controller"
"0x105A","0x3373","Promise Technology","PDC20378","FastTrak 378/SATA 378 RAID Controller"
"0x105A","0x3375","Promise Technology","PDC20375?","FastTrak SATA150 TX2plus Controller"
"0x105A","0x3376","Promise Technology","PDC20376","FastTrak 376 Controller"
"0x105A","0x3570","Promise Technology","PDC20771","FastTrak TX2300 SATA300 Controller"
"0x105A","0x3571","Promise Technology","0x3571","Fasttrack TX2200"
"0x105A","0x3574","Promise Technology","PDC20579","SATAII 150 IDE Controller"
"0x105A","0x3d17","Promise Technology","PDC40718-GP","SATA 300 TX4 Controller"
"0x105A","0x3D18","Promise Technology","PDC20518","SATAII 150 IDE Controller"
"0x105A","0x3D73","Promise Technology","PDC20775","SATAII 300 TX2plus IDE Controller"
"0x105A","0x4D30","Promise Technology","PDC20267","Ultra100 EIDE Controller"
"0x105A","0x4D33","Promise Technology","PDC20246","FastTrak Ultra ATA RAID controller"
"0x105A","0x4D38","Promise Technology","PDC20262","Ultra66 EIDE Controller"
"0x105A","0x4D68","Promise Technology","PDC20268","Ultra100 EIDE Controller"
"0x105A","0x4D69","Promise Technology","PDC20269","Ultra133 EIDE Controller"
"0x105A","0x5275","Promise Technology","PDC20276","MBUltra133 EIDE Controller"
"0x105A","0x5300","Promise Technology","DC5300","EIDE Controller"
"0x105A","0x6268","Promise Technology","PDC20268R","FastTrak100 TX2/TX4/LP EIDE controller"
"0x105A","0x6269","Promise Technology","PDC20271","FastTrak TX2000 EIDE controller"
"0x105A","0x6621","Promise Technology","PDC 20621(?)","FastTrak SX4000"
"0x105A","0x6622","Promise Technology","PDC 20622 (?)","FastTrak S150SX4"
"0x105A","0x6629","Promise Technology","","FastTrak TX4000 Controller"
"0x105A","0x7275","Promise Technology","PDC 20277","SBFastTrak 133 Lite"
"0x105D","0x2309","Number Nine Visual Technology","Imagine 128","GUI Accelerator"
"0x105D","0x2339","Number Nine Visual Technology","I128s2","Imagine 128 Series 2"
"0x105D","0x493D","Number Nine Visual Technology","T2R","Revolution 3D"
"0x105D","0x5348","Number Nine Visual Technology","Revolution IV","Revolution IV"
"0x1060","0x0001","United Microelectronics","UM82C881","486 Chipset"
"0x1060","0x0002","United Microelectronics","UM82C886","ISA Bridge"
"0x1060","0x0101","United Microelectronics","UM8673F","EIDE Controller"
"0x1060","0x0881","United Microelectronics","UM8881","HB4 486 PCI Chipset"
"0x1060","0x0886","United Microelectronics","UM8886F","ISA Bridge"
"0x1060","0x0891","United Microelectronics","UM82C891","Pentium CPU to PCI bridge"
"0x1060","0x1001","United Microelectronics","UM886A","IDE Cntrlr (dual function)"
"0x1060","0x673A","United Microelectronics","UM8886BF","EIDE Controller"
"0x1060","0x673B","United Microelectronics","","EIDE Master/DMA"
"0x1060","0x8710","United Microelectronics","UM8710","VGA Cntrlr"
"0x1060","0x8821","United Microelectronics","","CPU/PCI Bridge"
"0x1060","0x8822","United Microelectronics","","PCI/ISA Bridge"
"0x1060","0x8851","United Microelectronics","","Pentium CPU/PCI Bridge"
"0x1060","0x8852","United Microelectronics","","Pentium CPU/ISA Bridge"
"0x1060","0x886A","United Microelectronics","UM8886A","ISA Bridge with EIDE"
"0x1060","0x8881","United Microelectronics","UM8881F","HB4 486 PCI Chipset"
"0x1060","0x8886","United Microelectronics","UM8886","ISA Bridge (w/o IDE support)"
"0x1060","0x888A","United Microelectronics","UM8886A",""
"0x1060","0x8891","United Microelectronics","UM8891","586 Chipset"
"0x1060","0x9017","United Microelectronics","UM9017F","Ethernet"
"0x1060","0x9018","United Microelectronics","UM9018","Ethernet"
"0x1060","0x9026","United Microelectronics","UM9026","Fast Ethernet"
"0x1060","0xE881","United Microelectronics","UM8881","486 Chipset"
"0x1060","0xE886","United Microelectronics","UM8886N","ISA Bridge w/EIDE"
"0x1060","0xE88A","United Microelectronics","UM8886N","PCI / ISA Bridge"
"0x1060","0xE891","United Microelectronics","UM8891N","um8891n"
"0x1061","0x0001","8x8 Inc.","AGX013/016","GUI Accelerator"
"0x1061","0x0002","8x8 Inc.","IIT3104","MPEG Decoder"
"0x1065","0x8139","Texas Microsystems","","Realtek 8139C Network Card"
"0x1066","0x0000","Picopower Technology","PT80C826","VL Bridge"
"0x1066","0x0001","Picopower Technology","PT86C521","Vesuvius V1-LS System Controller"
"0x1066","0x0002","Picopower Technology","PT86C523","Vesuvius V3-LS ISA Bridge"
"0x1066","0x0003","Picopower Technology","PT80C524","Nile PCI to PCI Bridge"
"0x1066","0x0004","Picopower Technology","PT80C525","Nile-II PCI to PCI Bridge"
"0x1066","0x0005","Picopower Technology","PC87550","System Controller"
"0x1066","0x8002","Picopower Technology","PT86C523","ISA Bridge"
"0x1067","0x1002","Mitsubishi Electronics","VG500","VolumePro Volume Rendering Accelerator"
"0x106B","0x0001","Apple Computer Inc.","Bandit","PowerPC Host-PCI Bridge"
"0x106B","0x0002","Apple Computer Inc.","Grand Central","I/O Controller"
"0x106B","0x0003","Apple Computer Inc.","Control Video",""
"0x106B","0x0004","Apple Computer Inc.","PlanB","Video-in"
"0x106B","0x0007","Apple Computer Inc.","OHare","I/O Controller"
"0x106B","0x000C","Apple Computer Inc.","",""
"0x106B","0x000E","Apple Computer Inc.","Hydra","Mac I/O Controller"
"0x106B","0x0010","Apple Computer Inc.","Heathrow","Mac I/O Controller"
"0x106B","0x0017","Apple Computer Inc.","Paddington","Mac I/O Controller"
"0x106B","0x0018","Apple Computer Inc.","UniNorth","FireWire Controller"
"0x106B","0x001F","Apple Computer Inc.","UniNorth","Host-PCI bridge"
"0x106B","0x0020","Apple Computer Inc.","UniNorth","AGP interface"
"0x106B","0x0026","Apple Computer Inc.","Pangea","USB Interface"
"0x106B","0x0027","Apple Computer Inc.","Pangea","AGP interface"
"0x106B","0x002D","Apple Computer Inc.","UniNorth 1.5","AGP Bridge"
"0x106B","0x002E","Apple Computer Inc.","UniNorth 1.5","PCI Bridge"
"0x106B","0x002F","Apple Computer Inc.","UniNorth 1.5","Internal PCI"
"0x106B","0x0030","Apple Computer Inc.","UniNorth/Pangea","FireWire Controller"
"0x106B","0x003B","Apple Computer Inc.","Intrepid","Integrated ATA Controller"
"0x106B","0x004f","Apple Computer Inc.","Shasta","Mac I/O controler"
"0x106B","0x0050","Apple Computer Inc.","Shasta","IDE controler"
"0x106B","0x0051","Apple Computer Inc.","Shasta","Sungem ethernet controler"
"0x106B","0x0052","Apple Computer Inc.","Shasta","Firewire controler"
"0x106B","0x0053","Apple Computer Inc.","Shasta","PCI Bridge"
"0x106B","0x0054","Apple Computer Inc.","Shasta","PCI Bridge"
"0x106B","0x0055","Apple Computer Inc.","Shasta","PCI Bridge"
"0x106B","0x0058","Apple Computer Inc.","U3L","AGP Bridge"
"0x106C","0x8801","Hyundai Electronics America","","Dual Pentium ISA/PCI Motherboard"
"0x106C","0x8802","Hyundai Electronics America","P54C Tr8","PowerPC ISA/PCI Motherboard"
"0x106C","0x8803","Hyundai Electronics America","","Dual Window Graphics Accelerator"
"0x106C","0x8804","Hyundai Electronics America","ht019a","PCI LAN Controller"
"0x106C","0x8805","Hyundai Electronics America","","100-BaseT LAN Controller"
"0x106E","0x4362","DFI Inc.","88E8053","Yukon PCI-E Gigabit Ethernet Controller (copper)"
"0x1073","0x0001","Yamaha Corporation","","3D graphics Cntrlr"
"0x1073","0x0002","Yamaha Corporation","YGV615","RPA3 3D-Graphics Controller"
"0x1073","0x0003","Yamaha Corporation","00011179",""
"0x1073","0x0004","Yamaha Corporation","YMF754B","PCI Audio Controller"
"0x1073","0x0005","Yamaha Corporation","DS1","DS1 Audio"
"0x1073","0x0006","Yamaha Corporation","DS1","DS1 Audio"
"0x1073","0x0008","Yamaha Corporation","DS1","DS1 Audio"
"0x1073","0x000A","Yamaha Corporation","YMF740","DS-1L PCI Audio Controller"
"0x1073","0x000C","Yamaha Corporation","YMF740C","DS-1L PCI audio controller"
"0x1073","0x000D","Yamaha Corporation","YMF724F","Yamaha Onboard Sound System"
"0x1073","0x0010","Yamaha Corporation","YMF744B-V","DS-1 PCI audio controller"
"0x1073","0x0012","Yamaha Corporation","YMF754B","DS-1E PCI Audio Controller"
"0x1073","0x0020","Yamaha Corporation","744","DS-1 Audio"
"0x1073","0x1000","Yamaha Corporation","SW1000XG","Sound system"
"0x1073","0x2000","Yamaha Corporation","DS2416","Digital Mixing Card"
"0x1074","0x4E78","Nexgen Microsystems","82C500/1","Nx586 Chipset"
"0x1077","0x1016","QLogic Corporation","ISP10160","Single Channel Ultra3 SCSI Processor"
"0x1077","0x1020","QLogic Corporation","ISP1040B/1020A","Fast-wide SCSI - Sparc PCI"
"0x1077","0x1022","QLogic Corporation","ISP1022A","Fast-wide SCSI"
"0x1077","0x1080","QLogic Corporation","ISP1080","SCSI Host Adapter"
"0x1077","0x1216","QLogic Corporation","ISP12160","Dual Channel Ultra3 SCSI Processor"
"0x1077","0x1240","QLogic Corporation","ISP1240","SCSI Host Adapter"
"0x1077","0x1280","QLogic Corporation","ISP1280","SCSI Host Adapter"
"0x1077","0x2020","QLogic Corporation","ISP2020A","Fast!SCSI Basic Adapter"
"0x1077","0x2100","QLogic Corporation","ISP2100","64-bit Fibre Channel Adapter"
"0x1077","0x2200","QLogic Corporation","ISP2200","PCI Fibre Channel Adapter"
"0x1077","0x2300","QLogic Corporation","ISP 2300","64-bit PCI FC-AL Adapter"
"0x1077","0x2312","QLogic Corporation","ISP 2312","Fibre Channel Adapter"
"0x1077","0x2422","QLogic Corporation","ISP2422","QLogic PCI to Fibre Channel Host Adapter for QLA2460"
"0x1077","0x2432","QLogic Corporation","ISP2432","Dual Channel 4G PCIe Fibre Channel Adapter"
"0x1077","0x3010","QLogic Corporation","n/a","n/a"
"0x1077","0x4000","QLogic Corporation","",""
"0x1077","0x4010","QLogic Corporation","",""
"0x1077","0x6422","QLogic Corporation","EP2422","4-Gbps Fibre Channel to PCI-X 2.0 266MHz controller for Embedded Applications"
"0x1077","0x6432","QLogic Corporation","EP2432","4-Gbps Fibre Channel to PCIe controller for Embedded Applications"
"0x1078","0x0000","Cyrix Corporation","Cx5520","ISA Bridge"
"0x1078","0x0001","Cyrix Corporation","MediaGXm","Cyrix Integrated CPU"
"0x1078","0x0002","Cyrix Corporation","Cx5520","ISA Bridge"
"0x1078","0x0100","Cyrix Corporation","Cx5530","ISA bridge"
"0x1078","0x0101","Cyrix Corporation","Cx5530","SMI status and ACPI timer"
"0x1078","0x0102","Cyrix Corporation","Cx5530","IDE Controller"
"0x1078","0x0103","Cyrix Corporation","Cx5530","XpressAUDIO"
"0x1078","0x0104","Cyrix Corporation","Cx5530","Video Controller"
"0x1078","0x0400","Cyrix Corporation","ZFMicro","CPU to PCI Bridge"
"0x1078","0x0401","Cyrix Corporation","ZFMicro","Power Management Controller"
"0x1078","0x0402","Cyrix Corporation","ZFMicro","IDE Controller"
"0x1078","0x0403","Cyrix Corporation","ZFMicro","Expansion Bus"
"0x1079","0d01","I-Bus","",""
"0x107D","0x0000","Leadtek Research","P86C850","Graphic GLU-Logic"
"0x107E","0x0001","Testernec","FLIPPER","FRED Local Bus I/F to PCI Peripheral"
"0x107E","0x0002","Testernec","","100 vg anylan Cntrlr"
"0x107E","0x0004","Testernec","5526","Fibre Channel Host Adapter"
"0x107E","0x0005","Testernec","x526","Fibre Channel Host Adapter"
"0x107E","0x0008","Testernec","4575/5525/5575/6575","(i)chipSAR+ 155 MBit ATM controller"
"0x107E","0x9003","Testernec","5535-4P-BRI-ST",""
"0x107E","0x9007","Testernec","5535-4P-BRI-U",""
"0x107E","0x9008","Testernec","5535-1P-SR",""
"0x107E","0x900C","Testernec","5535-1P-SR-ST",""
"0x107E","0x900E","Testernec","5535-1P-SR-U",""
"0x107E","0x9011","Testernec","5535-1P-PRI",""
"0x107E","0x9013","Testernec","5535-2P-PRI",""
"0x107E","0x9023","Testernec","5535-4P-BRI-ST",""
"0x107E","0x9027","Testernec","5536-4P-BRI-U",""
"0x107E","0x9031","Testernec","5535-1P-PRI",""
"0x107E","0x9033","Testernec","5536-2P-PRI","Adapter"
"0x107E","0x9060","Testernec","6535","CompactPCI T1/E1/J1Communications Ctrlr"
"0x107E","0x9070","Testernec","4538","PMC T1/E1/J1 Communications Controller"
"0x107E","0x9080","Testernec","4532-002/005","PMC ATM Over OC-3/STM-1 Comm Controller"
"0x107E","0x9081","Testernec","4532-001/004","PMC ATM Over OC-3/STM-1 Comm Controller"
"0x107E","0x9082","Testernec","4532-000/003","PMC ATM Over OC-3/STM-1 Comm Controller"
"0x107E","0x9090","Testernec","107","PMC ATM Over T3/E3 Communications Ctrlr"
"0x107E","0x90A0","Testernec","4539","PMC Quad T1/E1/J1 Communications Ctrlr"
"0x107F","0x0802","Data Technology Corporation","SL82C105","EIDE Ctrlr"
"0x107F","0x0803","Data Technology Corporation","","EIDE Bus Master Controller"
"0x107F","0x0806","Data Technology Corporation","","EIDE Controller"
"0x107F","0x2015","Data Technology Corporation","","EIDE Controller"
"0x1080","0x0600","Cypress Semiconductor","82C596/9","CPU to PCI & PCI to ISA Bridge"
"0x1080","0xC691","Cypress Semiconductor","Cypress CY7c68001","AN2131QC 0230"
"0x1080","0xC693","Cypress Semiconductor","82C693","PCI to ISA Bridge"
"0x1081","0x0D47","Radius Inc.","2330","Radius PCI to NuBUS Bridge"
"0x1083","0x0001","Forex Computer Corporation","FR710","PCI Enhanced IDE Adapter"
"0x1083","0x0613","Forex Computer Corporation","","Host Bridge"
"0x1085","0x0001","Tulip Computers Int'l BV","UsbDgn","Datalaster Interface for OBD automotive"
"0x1087","0x9200","Cache Computer","",""
"0x108A","0x0001","SBS  Operations","Model 617","PCI-VME Bus Adapter"
"0x108A","0x0010","SBS  Operations","Model 618","VME Bridge"
"0x108A","0x0040","SBS  Operations","dataBLIZZARD",""
"0x108A","0x3000","SBS  Operations","Model 2106","VME Bridge"
"0x108D","0x0001","Olicom","OC-3136/37","Token-Ring 16/4 PCI Adapter"
"0x108D","0x0002","Olicom","OC-3139f","Fastload 16/4 PCI/III Token Ring Adapter"
"0x108D","0x0004","Olicom","OC-3139/40","RapidFire Token Ring 16/4 Adapter"
"0x108D","0x0005","Olicom","OC-3250","GoCard Token Ring 16/4 Adapter"
"0x108D","0x0006","Olicom","OC-3530","RapidFire Token Ring 100 Adapter"
"0x108D","0x0007","Olicom","OC-3141","RapidFire Token Ring 16/4 Adapter"
"0x108D","0x0008","Olicom","OC-3540","RapidFire HSTR 100/16/4 Adapter"
"0x108D","0x000A","Olicom","OC-3150","RapidFire Token-Ring 16/4 PCI Adapter"
"0x108D","0x0011","Olicom","OC-2805","Ethernet Controller"
"0x108D","0x0012","Olicom","OC-2325","Ethernet PCI/II 10/100 Controller"
"0x108D","0x0013","Olicom","OC-2183/85","PCI/II Ethernet Controller"
"0x108D","0x0014","Olicom","OC-2326","Ethernet PCI/II 10/100 Controller"
"0x108D","0x0019","Olicom","OC-2327/50","10/100 Ethernet Controller"
"0x108D","0x0021","Olicom","OC-6151/52","155 Mbit ATM Adapter"
"0x108D","0x0022","Olicom","","ATM Adapter"
"0x108E","0x0001","Sun Microsystems","SPARC EBUS",""
"0x108E","0x1000","Sun Microsystems","PCIO","PCI Input/Output Controller"
"0x108E","0x1001","Sun Microsystems","PCIO","Happy Meal Ethernet"
"0x108E","0x1100","Sun Microsystems","RIO EBUS",""
"0x108E","0x1101","Sun Microsystems","RIO GEM",""
"0x108E","0x1102","Sun Microsystems","RIO 1394",""
"0x108E","0x1103","Sun Microsystems","RIO USB",""
"0x108E","0x2BAD","Sun Microsystems","GEM","Sun Gigabit Ethernet Card"
"0x108E","0x5000","Sun Microsystems","SME2411","UltraSPARC-IIi Advanced PCI Bridge"
"0x108E","0x5043","Sun Microsystems","SunPCI","Co-processor"
"0x108E","0x7063","Sun Microsystems","SunPCi","PCI card with Intel or AMD processor"
"0x108E","0x8000","Sun Microsystems","STP2223BGA","UPA to PCI Interface (UPA)"
"0x108E","0x8001","Sun Microsystems","Schizo","PCI Bus Module"
"0x108E","0xA000","Sun Microsystems","UltraSPARC IIi","Sabre"
"0x108E","0xA001","Sun Microsystems","UltraSPARC IIe","Hummingbird"
"0x108E","0xabba","Sun Microsystems","CE (Cassini Ethernet)","10/100/1000 Ethernet adapter"
"0x1091","0x0020","Intergraph Corporation","","3D Graphics Processor"
"0x1091","0x0021","Intergraph Corporation","","3D graphics processor w/texturing"
"0x1091","0x0040","Intergraph Corporation","","3D graphics frame buffer"
"0x1091","0x0041","Intergraph Corporation","","3D graphics frame buffer"
"0x1091","0x0060","Intergraph Corporation","","Proprietary bus Bridge"
"0x1091","0x00E4","Intergraph Corporation","Powerstorm 4D50T",""
"0x1091","0x0720","Intergraph Corporation","","Motion JPEG Codec"
"0x1092","0x00A0","Diamond Computer Systems","SpeedStar Pro SE","GUI Accelerator"
"0x1092","0x00A8","Diamond Computer Systems","SpeedStar 64","GUI Accelerator"
"0x1092","0x0550","Diamond Computer Systems","Viper V550",""
"0x1092","0x08D4","Diamond Computer Systems","Supra 2260","WinModem"
"0x1092","0x094C","Diamond Computer Systems","SupraExpress 56i Pro","SupraExpress 56i Pro"
"0x1092","0x09C8","Diamond Computer Systems","SUP2761","SupraExpress 56i Pro VCC"
"0x1092","0x1002","Diamond Computer Systems","R6793-12","RS56-pci"
"0x1092","0x1092","Diamond Computer Systems","Viper V330",""
"0x1092","0x6120","Diamond Computer Systems","Maximum","DVD"
"0x1092","0x8810","Diamond Computer Systems","Stealth SE","GUI Accelerator"
"0x1092","0x8811","Diamond Computer Systems","Stealth 64/SE","GUI Accelerator"
"0x1092","0x8880","Diamond Computer Systems","Stealth Video",""
"0x1092","0x8881","Diamond Computer Systems","Stealth Video","GUI Accelerator"
"0x1092","0x88B0","Diamond Computer Systems","Stealth 64 Video","GUI Accelerator"
"0x1092","0x88B1","Diamond Computer Systems","Stealth 64 Video","GUI Accelerator"
"0x1092","0x88C0","Diamond Computer Systems","Stealth 64","GUI Accelerator"
"0x1092","0x88C1","Diamond Computer Systems","Stealth 64","GUI Accelerator"
"0x1092","0x88D0","Diamond Computer Systems","Stealth 64","GUI Accelerator"
"0x1092","0x88D1","Diamond Computer Systems","Stealth 64","GUI Accelerator"
"0x1092","0x88F0","Diamond Computer Systems","Stealth 64 Video","GUI Accelerator"
"0x1092","0x88F1","Diamond Computer Systems","Stealth 64 Video","GUI Accelerator"
"0x1092","0x9876","Diamond Computer Systems","","Supra Express 56i Pro CW #2"
"0x1092","0x9999","Diamond Computer Systems","Monster Sound","Diamand Technology DT0398"
"0x1093","0x0160","National Instruments","PCI-DIO-96","data adquisition input and output"
"0x1093","0x0161","National Instruments","PCI-1200","Multifunction data acquisition board"
"0x1093","0x0162","National Instruments","PCI-MIO-16XE-50","24MIO  6-03-2"
"0x1093","0x1150","National Instruments","PCI-DIO-32HS","High Speed Digital I/O Board"
"0x1093","0x1170","National Instruments","PCI-MIO-16XE-10",""
"0x1093","0x1180","National Instruments","PCI-MIO-16E-1",""
"0x1093","0x1190","National Instruments","PCI-MIO-16E-4",""
"0x1093","0x11B0","National Instruments","",""
"0x1093","0x11C0","National Instruments","",""
"0x1093","0x11D0","National Instruments","",""
"0x1093","0x11E0","National Instruments","",""
"0x1093","0x1270","National Instruments","PCI-6032E","Multifunction Data Acquisition Card"
"0x1093","0x12b0","National Instruments","PCI-6534","High Speed DIO"
"0x1093","0x1310","National Instruments","PCI-6602","Data Acquisition Device"
"0x1093","0x1320","National Instruments","",""
"0x1093","0x1330","National Instruments","PCI-6031E",""
"0x1093","0x1340","National Instruments","PCI-6033E","Multifunction Data Acquisition Card"
"0x1093","0x1350","National Instruments","PCI-6071E"," NI PCI-6071E Multifunction I/O & NI-DAQ"
"0x1093","0x1360","National Instruments","",""
"0x1093","0x17D0","National Instruments","PCI-6503",""
"0x1093","0x18B0","National Instruments","",""
"0x1093","0x28b0","National Instruments","NI 6014","I/O Terminal NI-DAQ (Legacy) and NI-DAQmx"
"0x1093","0x2A60","National Instruments","PCI-6023E",""
"0x1093","0x2A70","National Instruments","PCI-6024E","Multifunction Data Acquisition Card"
"0x1093","0x2A80","National Instruments","PCI-6025E","Multifunction Data Acquisition Card"
"0x1093","0x2B20","National Instruments","",""
"0x1093","0x2C80","National Instruments","PCI-6035E",""
"0x1093","0x2CA0","National Instruments","",""
"0x1093","0x70af","National Instruments","PCI-6221","16-Bit, 250 kS/s, 16 Analog Inputs"
"0x1093","0xB001","National Instruments","IMAQ-PCI-1408",""
"0x1093","0xB011","National Instruments","IMAQ-PXI-1408",""
"0x1093","0xB021","National Instruments","IMAQ-PCI-1424",""
"0x1093","0xB031","National Instruments","IMAQ-PCI-1413",""
"0x1093","0xB041","National Instruments","IMAQ-PCI-1407",""
"0x1093","0xB051","National Instruments","IMAQ-PXI-1407",""
"0x1093","0xB061","National Instruments","IMAQ-PCI-1411",""
"0x1093","0xB071","National Instruments","IMAQ-PCI-1422",""
"0x1093","0xB081","National Instruments","IMAQ-PXI-1422",""
"0x1093","0xB091","National Instruments","IMAQ-PXI-1411",""
"0x1093","0xC801","National Instruments","PCI-GPIB","GPIB Controller Interface Board"
"0x1093","0xC811","National Instruments","",""
"0x1093","0xC821","National Instruments","",""
"0x1093","0xC831","National Instruments","",""
"0x1093","0xC840","National Instruments","",""
"0x1093","0xd130","National Instruments","PCI-232/2","2-port RS-232 Serial Interface Board"
"0x1095","0x0640","Silicon Image, Inc.","PCI0640A/B","EIDE Ctrlr"
"0x1095","0x0641","Silicon Image, Inc.","PCI0640","PCI EIDE Adapter with RAID 1"
"0x1095","0x0642","Silicon Image, Inc.","PCI0642","IDE Cntrlr w/RAID 1"
"0x1095","0x0643","Silicon Image, Inc.","PCI0643","PCI EIDE controller"
"0x1095","0x0646","Silicon Image, Inc.","PCI0646","bus master IDE"
"0x1095","0x0647","Silicon Image, Inc.","PCI0647","9738"
"0x1095","0x0648","Silicon Image, Inc.","PCI-648","Bus Master Ultra DMA PCI-IDE/ATA Chip"
"0x1095","0x0649","Silicon Image, Inc.","PCI-649","Ultra ATA/100 PCI to IDE/ATA Controller"
"0x1095","0x0650","Silicon Image, Inc.","PBC0650A","Fast SCSI-II Ctrlr"
"0x1095","0x0670","Silicon Image, Inc.","USB0670","PCI-USB"
"0x1095","0x0673","Silicon Image, Inc.","USB0673","PCI-USB ASIC"
"0x1095","0x0680","Silicon Image, Inc.","SiI 0680","UltraATA/133 EIDE Controller"
"0x1095","0x2455","Silicon Image, Inc.","SI3124","SATALink 4-Port PCI-X Host Controller"
"0x1095","0x3112","Silicon Image, Inc.","SiI 3112","SATALink/SATARaid Controller"
"0x1095","0x3114","Silicon Image, Inc.","Sil 3114","SATALink/SATARaid Controller"
"0x1095","0x3124","Silicon Image, Inc.","SiI 3124","PCI-X to Serial ATA Controller"
"0x1095","0x3132","Silicon Image, Inc.","SiI 3132","PCI Express (1x) to 2 Port SATA300"
"0x1095","0x3512","Silicon Image, Inc.","Sil 3512","SATALink/SATARaid Controller"
"0x1095","0x3531","Silicon Image, Inc.","3531","SiI 3531 SATA Controller"
"0x1096","0x1106","Alacron","0x3059","0x47204005&RE"
"0x1097","0x0038","Appian Graphics","","EIDE Controller (single FIFO)"
"0x1098","0x0001","Quantum Designs Ltd.","QD8500","EIDE Controller"
"0x1098","0x0002","Quantum Designs Ltd.","QD8580","EIDE Controller"
"0x109A","0x8280","Packard Bell","0x8280","0x8280"
"0x109E","0x0350","Brooktree Corporation","BT848KPF","Bt848AKPF video decoder"
"0x109E","0x0350&SUBSYS_000000","Brooktree Corporation","Bt878","Multimedia Video Controller"
